file,ratio,blw,allNoun
data/English Textbook 4 Readability Level/medium/8-christ-1.tei,0,,100 | a | above | abraham | abstract | accordance | account | advance | advice | affection | am | an | angel | ant | arabian | are | area | ark of the covenant | arms | as | at | at home | attack | attention | attraction | back | bad | bank | banks | battle | be | beauty | begin | beginning | behind | being | benefit | bible | blessing | blow | bondage | book | book of numbers | bounds | box | boy | brave | bread | brother | c | call | calling | camel | camp | can | canaan | canaanite | care | career | carmichael | carry | cattle | cave | century | chapter | childhood | chosen | chosen people | christian | clan | class | college | come | commandment | companion | concern | conditions | congratulations | conquering | conquest | consequence | contrary | control | cook | count | courage | coven | covenant | crop | cross | crossing | crowd | cruelty | crush | danger | dare | darkness | day | dear | death | defeated | descendants | desert | devotion | die | direction | disobedience | distance | distress | do | doe | donkey | door | downfall | dream | drive | drove | dry | egypt | egyptian | elder | enemy | escape | even | examination | example | experience | eyes | face | facing | faith | faithful | falls | family | far | father | fault | favour | fear | feel | felt | few | find | firm | first | five | flowing | followers | following | forgiveness | form | forty | found | free | free time | friend | fruit | gaza | get | getting | give | given | giving | go | god | going | gold | good | grace | great | ground | guess | ha | hand | hands | happiness | have | he | headmaster | heart | heaven | help | helper | helping | here | hi | hiding | hittite | holy | honey | hope | hostel | household | i | illusion | in | income | india | infidelity | infinite | injustice | insisting | institution | instructions | invite | israel | israelites | it | jericho | jesus | john | jordan | joshua | journey | joy | keep | kindness | know | labour | land | large | last | lead | leader | leaders | leadership | leading | leave | led | lesson | let | life | like | liking | little | living | locust | look | lord | lost | love | make | man | matter | may | me | means | men | mercy | message | middle | milk | miracle | mischief | misdeed | misfortune | missionary | moment | more | moses | mother | mount | much | must | name | nation | nature | need | news | night | nine | nineteenth | no | note | nothing | now | nun | obedience | ocean | offence | offer | office | old | old testament | one | oppression | or | ordinary | out | outcome | over | paper | parent | pay | peace | pentateuch | people | place | plan | plate | pleasure | poet | point | police | possession | possible | power | prayer | presence | pretend | priest | problem | pursuit | rabindranath tagore | rangpur | re | reach | read | ready | real | reason | relationship | repentance | rescue | responsibility | result | return | river | round | s | sack | safe | salvation | same | save | saw | say | saying | scholarship | school | see | seed | seeing | sent | servant | set | seven | sheep | show | shower | side | sign | sin | singing | sir | sixth | small | so | someone | son | song | sorrow | sort | source | south | special | spirit | statue | stay | stole | stone | story | strength | striking | student | success | suffering | summer | surrender | symbol | sympathy | take | task | teach | teacher | tears | tell | temptation | tent | the hill | then | there | thick | thing | things | think | thinking | thought | three | threshing | time | times | top | trail | tree | tribe | trouble | true | trust | try | two | universe | us | use | viii | vision | vocation | wa | waiting | want | watching | water | way | ways | weakness | well | wheat | while | who | whole | why | widow | will | winepress | woman | word | word of god | words | work | works | world | worship | worthy | wrong | year | years
data/English Textbook 4 Readability Level/medium/8-christ-3.tei,0,,a | addition | almighty | an | angel | anger | appreciation | are | arrangement | as | at | atmosphere | attempt | authority | babylon | babylonia | babylonian | be | being | belshazzar | best | bible | blessing | body | bones | bottom | bound | brother | can | chaos | charge | christ | citizen | class | close | come | command | commandment | country | danger | daniel | day | death | decree | deep | do | doe | earth | eight | empire | end | enough | envy | essential | eternal life | even | examination | expression | face | facing | faith | faithful | fall | family | fasting | father | fault | favour | fear | feel | fifth | find | firm | first | following | force | forgiveness | get | give | giving | god | good | governor | grave | great | greed | ha | harm | hate | hatred | have | he | heart | heaven | help | hi | high | hold | humility | hundred | hurt | i | in | infinite | innocent | it | jealousy | jerusalem | jesus christ | jew | journey | judah | kill | killing | king | kingdom | knee | kneeling | know | lack | law | lead | lesson | lieutenant | like | lion | living | lord | loss | love | luxury | majesty | make | man | may | me | mean | men | mercy | mere | miracle | morning | mouth | murder | murderer | must | name | nation | nebuchadnezzar | necessary | night | no | nothing | nurture | office | official | one | open | opportunity | or | order | out | palace | peace | people | permission | persian | person | pit | plan | plot | position | power | praise | prayer | prisoner | proclamation | prosperity | public | putting | reason | religion | rescue | respect | revenge | royal | rule | ruler | same | save | say | see | seeing | self | self-control | sent | serve | simplicity | sin | single | so | society | someone | son | sort | spirit | stand | statement | status | still | stop | student | supervisor | then | there | think | thinking | thought | three | throw | times | tolerance | tribe | trust | twenty | upset | us | use | vice | wa | waiting | way | well-being | who | whole | why | will | win | window | wise | witness | wonder | works | worshiper | wound | young
data/English Textbook 4 Readability Level/medium/8-christ-2.tei,0,,a | ability | account | acts | advice | affection | afternoon | almighty | am | aram | are | army | as | at | back | bade | bag | bath | battle | be | behavior | being | berry | bible | blessing | body | book | buy | c | can | care | carry | cattle | certificate | challenge | chance | change | chapter | chariot | charity | cheek | child | christmas | circumstances | climbing | clothes | come | coming | commander | consequence | contrary | control | correction | cost | country | cure | date | daughter | deeds | deep | desire | devotion | disciple | discipline | disease | disobedience | distance | do | doctor | doe | door | down | drain | end | escape | evil | exchange | face | faith | family | farewell | favour | fell | few | fight | fill | find | fine | firm | five | flesh | four | friend | front | fruit | get | getting | gift | girl | give | given | go | god | going | good | grand | grandson | gratitude | great | greed | ground | ha | hand | happening | happiness | harm | have | he | head | headmaster | hearing | hearts | help | here | hero | hi | home | house | hue and cry | hurry | hypocrite | i | in | israel | it | jesus christ | jordan | joy | jump | justice | kind | king | know | land | last | lead | leader | leadership | least | leave | leper | leprosy | let | letter | lie | life | like | list | little | look | lord | lots | love | make | man | mango tree | market | marvel | master | may | me | meet | mention | mercy | miracle | money | month | mother | much | must | name | nation | neighbour | no | noise | nothing | now | obedience | occasion | officer | old | one | or | out | over | parent | peace | peace of mind | people | person | personal | peter | pick | piece | plain | poor | power | praise | present | profession | property | prophet | prophets | putting | quality | quarrel | read | reading | ready | rejoicing | request | rich | right | river | road | robin | running | running away | samaria | saviour | saw | saying | school | second | see | sent | servant | serve | seven | sheep | shook | short | shouting | shower | side | silver | simple | sin | sir | six | skill | skin | slap | sleeping | snow | so | someone | south side | special | spirit | spoke | spot | standing | start | steal | stealing | stole | story | suffering | syria | t | take | talent | talk | teacher | tears | tell | telling | ten commandments | thatched roof | the true | then | there | thief | thing | thinking | thorn | thought | three | till | time | times | transfer | tree | trial | tribulation | true | trust | truth | try | turn around | two | upset | us | vas | wa | want | wave | way | ways | wednesday | weeping | well | white | who | why | widow | wife | will | wisdom | wish | won | word | work | working | works | worship | wrist | year | years | young girl | youth
data/English Textbook 4 Readability Level/medium/8-christ-10.tei,0,,12 | a | above | accordance | account | achievement | acts | age | al | am | an | angel | answer | apostle | appearance | are | arms | arrest | as | at | at home | attitude | authority | awe | back | bad | bandage | battalion | be | bear | bearing | begin | beginning | behalf | being | believer | beloved | bengal | better | birth | bit | blasphemy | blind | bliss | blood | body | book | bound | bread | brethren | british | brother | build | burden | burial | call | calling | can | care | carry | case | casting lots | cave | centurion | change | charge | chief | chosen people | christ | christian | circumstance | close | cloth | clothes | club | come | coming | commandment | concentration camp | consequence | consideration | console | contrary | corpse | council | counsel | country | courage | course | craving | crisis | cross | crow | crowd | crown | cure | curse | cutting off | darkness | dawn | day | day of the week | days | dead | dear | death | defeat | departed | desire | despair | devotion | die | disciple | disobedience | distance | divine | do | doctor | doe | door | down | drew | drink | driving | e | ear | earth | earthquake | elder | elijah | empty tomb | end | enemy | enough | entering | envy | episode | eternal life | even | evening | event | evil | example | experience | express | eyes | face | faith | faithful | falsehood | fanatic | fanaticism | father | fear | feast | fed | feel | feeling | fell | few | fight | find | first | following | forgiveness | form | forward | four | fraud | free | freedom | friend | friendship | frightening | front | fun | gain | galilee | gall | garden | garment | gate | gather | general | generalization | generosity | get | gift | give | given | giver | glory | go | goat | god | good | gospel | governor | grasp | grave | great | ground | group | guard | ha | hail | hands | happening | have | he | head | hearts | heaven | heavy | hell | help | here | heroic | hi | hide | high | high priest | hitler | hold | holy spirit | homeless | hope | humility | i | ideal | identity | idle | ignorance | imitation | in | incident | infinite | injustice | innocent | interest | intimate | israel | it | jean | jesus | jesus christ | jew | joseph | joy | judas | judge | judgment | keep | keeping | kind | king | kingdom | kiss | kneeling | know | knowing | knowledge | lamb | land | language | large | last | last day | last judgement | last judgment | lay | laying | lazarus | leaders | least | leave | led | left | left hand | lesson | let | liberation | life | lightning | like | living | longer | look | looking | lord | love | make | making | man | mankind | mary | mary magdalene | master | matter | may | me | mean | means | mediation | medical | medicine | meet | member | men | mercy | mere | midst | miracle | mission | mockery | moment | money | more | mount | mountain | mouth | much | must | mystery | name | nation | nawab | need | needy | news | no | nothing | notice | now | object | odour | offence | official | olive | one | opposite | or | order | out | over | pain | passing | passover | patience | patient | peace | people | permission | persecution | person | personal | petty | pharisee | physician | pilate | pilgrim | place | plan | poland | polish | poor | possible | power | praetorium | prayer | presence | present | pretext | pride | priest | prison | prisoner | problem | proof | prophets | providence | punishment | put | question | quick | rabindranath tagore | race | raiment | raise | read | real | reason | rebuke | redeemer | reed | relationship | release | religion | religious | remove | renunciation | resistance | responsibility | rest | resurrection | revenge | rich man | right | right hand | riot | rise | robber | robe | rock | room | ruler | rumour | sabbath | saint | salvation | same | sat | satan | save | saviour | saw | say | saying | scribe | scripture | sealing | sedition | see | seeing | seek | self | self-interest | selflessness | sense | sent | sentence | separate | sepulcher | sermon | serve | serving | set | setting | sheep | shelter | shepherd | shook | short | shouting | show | sick | sickness | side | sight | sign | signal | simon | sin | sister | sitting | slave | sleeping | snow | so | so long | soldier | someone | son | sorrow | soul | soup | spat | speaking | spirit | split | spread | st. luke | st. mark | stand | stay | still | stole | stone | stop | story | straight | suffering | surrender | sword | symbol | take | taking | teach | teacher | tell | temple | thank you | the city | the devil | the true | then | there | thing | things | think | thought | three | throne | till | time | tomb | tore | torture | torturing | total | traitor | treatment | trial | trouble | true | trust | truth | try | twelve | two | understanding | us | use | victory | village | violence | visit | voice | wa | wages | wait | want | war | washing | watch | water | way | ways | weapon | weeping | welcome | well | while | white | who | whole | why | will | win | wine | wipe | wise men | work | works | world | writer | wrong | yes
data/English Textbook 4 Readability Level/medium/8-christ-4.tei,0.21413276231263384,grape,1 | 50 | 7 | 8 | 9 | a | account | accusation | acts | adam | advice | age | am | ambition | an | ancestor | angel | anger | anna | are | army | as | ascetic | at | at home | attention | augustus | authority | axe | baby | back | bad | baptism | be | bear | bed | beginning | being | beloved | belt | best | bethlehem | bible | birth | blasphemy | body | born | bramble bush | brood | caesar | call | calling | can | cause | census | chaos | child | chosen | chosen people | christ | citizen | clear | cloth | clothes | coat | collect | come | coming | commandment | companion | conditions | confession | conflict | conscience | content | conversion | country | courage | cousin | craving | creation | crowd | cut | david | day | dead | death | deeds | deep | demon | descendants | desert | direction | disciple | discipline | disobedience | distress | disturbance | divine | do | doe | down | duty | earth | eden | effort | elder | elijah | elizabeth | emperor | end | envy | eternal life | eve | even | evil | example | faith | fall | fall of man | family | fanatic | far | father | fell | fellow | fig | find | finding | fire | first | following | food | forerunner | forgiveness | free | fruit | full | gabriel | galilee | garden | garden of eden | get | give | given | giving | go | god | good | governor | grace | grant | grape | great | greed | guest | ha | habit | hail | hair | happiness | harmony | have | he | healing | heaven | heed | hell | help | herald | hereafter | hi | hiding | high | holiness | holy | holy spirit | home | hometown | honey | hotel | house | human being | human beings | human nature | humility | hypocrite | i | idleness | iii | image | in | inhabitant | injustice | inn | integrity | isaiah | israelites | it | jerusalem | jesus | jesus christ | jew | joachim | john | john the baptist | jordan | joseph | judea | justice | keep | killing | kind | king | kingdom | kingdom of god | know | land | large | law | laws | lay | lead | leading | leather | led | left | lesson | let | life | locust | lord | love | luke | lying | make | making | man | manger | mankind | mary | may | me | means | meekness | men | mercy | message | messiah | mind | miracle | misery | month | moral | more | mother | move | mt | much | multitude | must | name | names | nation | nature | nazareth | need | neglect | neighbour | new testament | night | no | none | northern | nothing | now | obedience | occasions | old | old testament | one | opportunity | or | order | original sin | out | palestine | paralytic | parent | part | past | path | pay | peace | people | peoples | personal | pharisee | pick | piety | place | plan | playmate | poor | poverty | power | practice | praise | preaching | pride | priest | private | progress | promise | prophecy | prophet | prophets | prosperity | public | punishment | put | ready | reason | region | register | registration | rejoicing | relationship | relative | religious | religious leader | repentance | resolution | rest | result | return | revenge | right | righteousness | rise | river | road | roman empire | romans | room | root | roots | round | rule | ruler | ruling | saint | salvation | same | sandal | save | saviour | saw | say | saying | school | see | seed | seeing | self-control | sending | sent | servant | serve | share | shelter | shouting | show | sick | side | simplicity | sin | sinner | situation | six | so | social | society | soldier | someone | son | soul | speaking | special | spirit | spiritual | stable | stain | state | stay | stealing | strip | student | suffering | syria | task | tax collector | teacher | teaching | temptation | the city | then | there | things | think | thinking | thong | thorn | thought | thousand | thus | time | times | town | tree | trial | true | truth | truthfulness | try | two | unhappiness | unrest | us | vice | violence | viper | virgin | virtue | voice | wa | wages | waist | walk | want | water | way | ways | wealth | well | well-being | whey | while | who | why | wickedness | wild | wilderness | will | woman | word of god | words | work | works | world | worthy | wrath | wrong | years | young | young girl | zechariah
data/English Textbook 4 Readability Level/medium/8-christ-6.tei,0,,a | accordance | act | action | advocate | almighty | am | amazement | an | ananias | ancestor | answer | antioch | apostle | appeal | are | argument | arrest | as | ascension | asia minor | asking | at | authority | back | bad | basket | be | bear | bearing | beginning | behaviour | being | believer | best | bible | blessing | blind | blowing | body | born | brother | bystander | caesarea | call | can | caste | change | chastity | chief | christ | christian | christian religion | christianity | church | come | comforter | coming | commemoration | communion | companion | concern | confusion | conscience | contact | conversion | corinth | counsel | counsellor | courage | court | cow | crisis | crop | crowd | curing | cyprus | damascus | david | day | days | dead | death | deep | dictate | die | dionysus | direction | disciple | disciples of christ | distress | divine | do | doctrine | doe | door | doubt | down | drink | drinking | drunk | dung | duty | earth | eating | eldest | election | end of the world | enemy | enlightened | even | evil | express | eye | eyes | face | fact | faith | faithful | faithfulness | fall | family | far | farmer | father | fear | feast | feel | fell | fellow | fertilizer | few | field | fields | fiftieth | fill | fire | first | first person | fish scale | followers | food | forgiveness | form | fortitude | forty | forward | found | free | front | fun | future | galilean | gather | generosity | gentleness | get | gift | give | given | giving | go | god | going | good | goodness | gospel | grave | great | greece | greek | ground | group | growing | guard | guide | ha | hand | hands | happiness | harmony | harvest | hate | have | he | head | healing | hearing | heart | hearts | heaven | help | here | hi | high priest | hold | holiness | holy | holy spirit | holy trinity | horse | house | i | ideal | impossible | in | infinite | injustice | inspiration | intellect | intellectual | intelligence | island | israel | israelites | it | jerusalem | jesus | jesus christ | jesus of nazareth | jew | job | joel | join | journey | joy | judas | judge | justice | kill | kind | kindness | king | know | knowing | knowledge | lack | land | language | large | lay | lead | leader | least | leave | led | lesson | let | letter | letters | life | light | like | limit | listening | longer | lord | love | lowering | macedonia | main | make | malnutrition | man | mankind | march | master | may | me | mean | meaning | means | member | message | messiah | might | mind | miracle | mission | modesty | more | moses | mount sinai | much | must | mystery | name | nation | native | native language | night | no | noise | nothing | now | o | office | on the road | one | opening | opportunity | oppression | oppressor | or | ordinary | out | over | path | patience | paul | paul the apostle | peace | penance | pentecost | people | persecution | persecutor | person | peter | pharisee | piety | place | plan | playing | political party | poor | power | prayer | preacher | preaching | present | priest | prisoner | problem | produce | promise | prophecy | prophet | prosperity | punishment | put | race | radio | religion | remove | responsibility | result | resurrection | right | rome | room | rose | rot | round | run | sadducee | safety | saint peter | sake | salvation | same | sanhedrin | saul | save | saviour | saw | saying | scale | scholar | school | second person | see | seeking | self-control | sent | set | setting | shelter | short | show | side | sight | sign | sin | sinner | sky | small | so | society | son | speaking | spirit | spoke | spread | stage | state | stop | story | strength | student | study | studying | suffering | superior | symbol | syria | t | take | talk | talking | tarsus | teacher | teaching | tell | ten | ten commandments | the true | then | there | thing | things | think | third | third person | thought | thousand | three | thus | till | time | times | today | tongue | touch | town | trinity | truth | turn | understanding | untruth | us | use | v | vision | voice | wa | wait | waiting | walk | wall | want | warrior | waste | watch | watching | way | ways | well | while | who | whole | why | will | wind | windows | wipe | wisdom | wise | witness | wonder | word | word of god | words | work | working | world | worship | writings | wrong
data/English Textbook 4 Readability Level/medium/8-christ-8.tei,0,,a | above | am | an | are | argument | as | at | baptism | be | begin | being | believer | beloved | bible | birth | blindness | blood | blow | body | born | can | carry | carrying out | ceremony | change | christ | christian | church | clean | come | coming | contact | conversion | creation | darkness | days | difference | disciple | do | doe | down | e | earth | enlightened | enough | entering | eternal life | even | event | existence | extent | faith | fear | few | first | first step | flesh | former | gain | give | given | god | going | good | grace of god | ha | hands | have | he | heart | heaven | hi | holy | holy spirit | holy trinity | human | i | ignorance | iii | immersion | importance | impossible | in | insight | israel | it | jesus | jesus christ | jew | john | john the baptist | judea | keep | kingdom of god | know | lead | leader | left | life | light | like | lord | make | man | mankind | matter | means | meet | meeting | member | mental block | messiah | mind | miracle | mission | mother | much | mystery | name | nature | necessary | need | night | no | now | obstacle | one | or | order | out | over | parent | participation | past | paul | people | person | power | put | re | repentance | result | resurrection | right | ritual | salvation | same | sandal | saving | saviour | saw | saying | see | sent | sign | sin | so | son | sound | spirit | st. paul | starting | still | taste | teacher | teaching | testimony | then | there | things | time | total | truth | understanding | union | us | use | wa | washing | water | way | well | who | why | will | wind | womb | words | work | works | world
data/English Textbook 4 Readability Level/medium/8-christ-7.tei,0,,120 | a | ability | abraham | account | accusation | action | addiction | address | age | air | am | an | ancestor | angel | anger | ankle | answer | apostle | are | arguing | arrest | as | assistance | at | authority | baby | back | bag | be | bear | bearing | bed | beggar | behaviour | being | believer | best | bible | birth | blind | bold | boldness | book | born | boy | break | brethren | bringing | brother | brotherhood | buddhist | caesar | call | calling | can | canaan | capacity | care | carry | caste | catering | cause | cautious | charge | charity | chosen | christ | christian | christian church | christianity | church | citizen | class | colleague | come | comfort | community | companion | complaint | conscience | conversion | copy | corn | council | country | courage | crore | danger | day | days | dead | dealings | dear | death | defeat | demon | descendants | desert | die | disciple | disease | divine | do | doe | dove | down | drink | drinking | drive | due | duty | early days | earth | eating | education | effect | egypt | elder | eldest | eleven | end | enough | envy | eternal rest | even | evil | evil spirit | example | eyes | face | faith | faithful | faithfulness | fall | falls | family | famine | far | father | favour | fear | feast | fed | feeling | fellow | field | fields | first | five | food | foreign country | forgiveness | form | forty | found | four hundred | free | front | full | gate | gathering | gentile | get | gift | give | given | giving | glory | go | god | godliness | going | gold | good | goodwill | gospel | grant | great | ground | growing | ha | hand | hands | happening | hardship | hat | hate | have | he | head | heart | hearts | heaven | help | hi | high | high priest | hillary | himalayas | hindu | history | holy | holy spirit | home | hour | house | human | humility | i | ignorance | ill | imitation | impossible | in | inheritance | initial | injustice | inspiration | instance | insult | intelligence | invite | isaac | israel | israelites | it | jacob | jail | jealousy | jerusalem | jesus | jesus christ | jew | john | joseph | judge | jumping | justice | keep | kill | killing | kind | king | kingdom of god | know | lamb | lame | language | large | last | law | laws | lead | leaders | least | leave | led | left | lesson | lie | life | like | look | lord | lots | love | make | man | mankind | manna from heaven | martyr | martyrdom | mary | mat | matter | may | me | mean | means | meet | meeting | member | men | message | messenger | messiah | mind | miracle | mission | mistake | money | moral | moral obligation | more | mortal sin | moses | mother | mountaineer | mouth | much | murderer | muslim | must | name | nation | nazareth | necessary | nectar | need | needy | news | no | noble | nothing | notice | now | number | obligation | obstacle | offence | offer | on the road | one | oppression | or | order | ordinary | out | over | path | peace | peak | pentecost | people | perfection | persecution | perseverance | person | peter | pharaoh | piece | pilate | pity | place | plan | politeness | porch | possible | power | practice | prayer | preacher | preaching | presence | present | priest | principal | problem | promise | property | prophet | prophets | prudence | punishment | purse | put | race | reach | ready | relationship | relative | religion | religious | respect | respects | result | right | right hand | risk | rock | room | rule | ruler | s | sadducee | saint | saint peter | sake | sale | salvation | same | samuel | save | saw | say | saying | see | seeing | sell | sending | sent | sermon | servant | serve | service | set | seven | shadow | shaheed | share | shoes | shouting | show | sick | side | sight | silver | sin | single | sinner | sitting | snake | so | social | society | solid | someone | son | sorrow | source | speaking | speech | spirit | spiritual | spoke | spread | stage | stand | standing | stare | stay | stephen | still | stoning | stop | story | strength | stretch | success | suffering | synagogue | take | talent | talk | teach | teacher | teaching | teeth | tell | temple | testimony | the city | the street | then | there | think | thinking | thought | thousand | threat | till | time | times | tip | today | treat | trial | true | trust | truth | try | turn | turning | twelve | twenty | us | use | victory | virtue | vocation | wa | walk | walking | want | water | way | ways | welcome | who | whole | why | will | wisdom | witness | wonder | word | word of god | words | work | works | world | wrong | years
data/English Textbook 4 Readability Level/medium/8-eng-1.tei,0.6944444444444444,chair | table,1 | 2 | 3 | 4 | 5 | 7 | 8 | a | act | america | american | amir | an | ani | answer | apprentice | are | as | at | at home | australia | bamboo | bangladesh | bangladeshi | basket | be | bellows | better | bin | blacksmith | blow | book | boy | break | brother | buy | call | can | canada | carry | chain | chair | chittagong | chosen | class | classroom | collect | collecting | college | come | corner | course | cover | day | december | deep | desk | dialogue | dig | discus | discussion | district | do | doe | down | dry | dug | england | english | enough | even | evening | example | exercise | experience | f | family | father | feel | feeling | fertiliser | fire | first | flower | friendly | furniture | g | ganesh | gap | garden | gardening | general | girl | give | given | go | going | good | ground | growing | ha | half | hands | have | he | headmaster | hello | help | henry | here | hi | high school | hoe | home | hours | i | idea | ill | in | inside | iron | it | january | join | keen | keep | kilometre | kind | know | land | large | last | learning | leave | lesson | level | leveller | like | living | living room | long time | longfellow | look | looking | looking at | lot | lots | lovely | luna | madam | magazine | make | man | march | me | metal | metre | mina | mind | money | more | morning | mother | mr | mr. | mrs | mummy | must | name | names | need | nice | no | note | notebook | now | oh | ok | old | old school | one | or | order | out | over | paper | passage | people | picture | piece | piece of land | place | plant | poem | poet | pond | possible | profit | pull | purple | put | question | rainy season | rake | rangpur | read | reason | right | room | rubbish | same | sarah | sat | saw | school | science teacher | see | seed | sentence | shop | show | sir | six | small | small town | smithy | so | soil | sort | spade | start | student | sun | sweat | table | take | talk | talking | teacher | tell | telling | ten | then | there | things | think | thought | three | time | today | tomorrow | tool | top | town | turn | twelve | twenty | two | upset | us | use | vegetable | visit | voice | wa | wait | walk | walking | want | waste material | watching | water | water hyacinth | wednesday | weeds | week | well | who | why | will | window | wood | work | worry | worse | year | yes | young
data/English Textbook 4 Readability Level/medium/8-christ-9.tei,0.2232142857142857,table,1 | 13 | 17 | a | above | achievement | affection | am | an | anger | animal | answer | apostle | are | arrangement | as | at | be | begin | behaviour | behind | being | benefit | bethlehem | better | bitter | blind | blood | body | bond | bondage | born | bouquet | bowl | bread | bridge | business | buying | bystander | camel | can | care | carpet | caste | celebration | christ | christian | christmas | church | city | clear | cloak | cock | college | colt | come | coming | commandment | communion | compassion | confession | conflict | cooperation | country | covenant | creed | cress | cross | crow | crowd | cup | curd | customs | cut | date | day | death | deliverance | detail | die | dignity | dip | disciple | dish | do | donkey | down | drink | driving | earth | easter | eating | egypt | egyptian | elder | elephant | enough | entrance | even | evening | event | evil | examination | example | exercise | experience | express | expression | eyes | faith | fall | familiar | family | far | farewell | father | fault | feast | feeling | fellow | felt | festival | find | fish | flag | flock | flower | foe | following | food | foreign country | forgiveness | form | forward | found | friend | friendly | front | full | future | galilee | gate | generation | get | getting | given | giving | go | god | going | good | good friday | good person | goodwill | great | great care | group | growth | guest | ha | happening | have | he | hearts | heaven | help | herb | hi | hideout | high | history | holy | holy place | honour | horse | house of prayer | human beings | humility | i | ideal | in | injustice | instance | instructions | intelligence | invite | israelites | it | jericho | jerusalem | jesus | jesus christ | jew | john | joy | justice | keep | kill | kind | king | kingdom | know | lack | lamb | lame | large | last | last supper | law | laws | leader | leave | leaving | left | lent | lesson | let | life | like | living | local | long time | longer | lord | love | main | make | man | mankind | master | matter | may | me | meal | mean | means | meat | meekness | member | memory | men | menu | merchandise | merchant | miracle | model | more | mother | mount | much | must | name | national flag | natural | nature | nazareth | need | neighbour | news | night | no | now | number | obedience | occasion | occasions | olive | on the road | one | oppression | or | order | ordinary | out | over | palm sunday | parent | part | paschal lamb | passing | passover | path | patient | peace | people | permission | person | peter | pharisee | place | place of worship | poor | position | potential | power | practice | praise | prayer | preparation | present | president | priest | prime minister | prince | proof | prophet | public | quarrel | quiet | ready | reception | recognition | red | red carpet | regulation | relationship | relative | religious leader | remembrance | respect | respects | responsibility | rest | restitution | ribbon | rich | ride | riding | road | room | royal | rule | sacredness | salvation | same | sat | save | say | saying | school | scripture | seal | season | see | selling | sent | service | set | shed | sheep | shining | shout | shouting | show | showing | sign | simon peter | simple | sin | single | sinner | situation | slavery | small | so | society | someone | son | sorrow | special | spirit | spiritual | spoke | spread | spreading | stable | start | state | status | still | stone | study | suffering | supper | sweetmeat | symbol | table | take | taking | talent | teach | teacher | tell | temple | testimony | thanks | the city | then | there | thing | thinking | thirty | three | time | times | today | tonight | touching | towel | treat | tree | twelve | two | unleavened bread | untying | uproar | upset | upstairs | us | use | variety | w | wa | waist | walking | want | wash | washing | water | waving | way | ways | weakness | wedding | wedding day | welcome | well | while | who | whole | will | wine | word | work | working | years | yeast | young
