filename,words_sentences,blw,lable,predict
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (310).txt,12.0714285714,13.1736526946,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (526).txt,20.8918918919,10.7569721116,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (53).txt,12.8888888889,12.6984126984,1,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (225).txt,31.546875,15.0127226463,3,3.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (269).txt,19.75,13.3333333333,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (647).txt,10.25,9.09090909091,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (199).txt,40.1,8.90410958904,2,3.0
data/ppVietnamese_by_catalog/Difficult/l/l (102).txt,25.6165644172,10.9879963066,3,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (366).txt,29.3777777778,12.4087591241,2,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (339).txt,20.0,5.37634408602,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (610).txt,18.5,15.3846153846,2,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (43).txt,15.1515151515,10.5476673428,3,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (504).txt,25.0106382979,9.75143403442,3,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (195).txt,15.1003236246,13.110181311,3,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (476).txt,23.5714285714,4.28571428571,2,3.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (18).txt,24.9090909091,13.7931034483,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (606).txt,13.1666666667,14.0939597315,1,1.0
data/ppVietnamese_by_catalog/Easy/t/t (42).txt,15.8095238095,17.5572519084,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (914).txt,31.4347826087,11.8881118881,3,3.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (612).txt,19.375,11.5384615385,2,1.0
data/ppVietnamese_by_catalog/Difficult/l/l (24).txt,35.5899280576,11.1304347826,3,3.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (108).txt,18.3230769231,14.6875,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (471).txt,19.7567567568,14.4144144144,2,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (160).txt,23.1071428571,9.36227951153,3,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (106).txt,10.5,17.8082191781,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (900).txt,32.6363636364,13.1016042781,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (519).txt,31.7428571429,11.575562701,3,3.0
data/ppVietnamese_by_catalog/Easy/jk/jk (18).txt,14.3157894737,12.6213592233,1,1.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (223).txt,20.5365853659,17.1875,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (698).txt,26.40625,12.0643431635,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (191).txt,27.0113636364,11.0561056106,3,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (102).txt,16.0,16.9014084507,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (421).txt,15.7727272727,14.9659863946,1,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (193).txt,25.3483146067,14.0703517588,3,1.0
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (376).txt,19.5,19.1489361702,2,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (237).txt,21.0,16.3265306122,2,1.0
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (277).txt,15.1923076923,18.2795698925,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (524).txt,29.0,12.5,1,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (794).txt,27.5714285714,11.875,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (29).txt,16.6428571429,15.1515151515,1,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (145).txt,18.0,13.8461538462,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (429).txt,36.6666666667,14.0845070423,2,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (614).txt,20.8571428571,20.6349206349,2,1.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (675).txt,16.5,11.0,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (829).txt,16.1290322581,17.619047619,2,1.0
data/ppVietnamese_by_catalog/Difficult/l/l (134).txt,28.9541284404,14.8351648352,3,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (66).txt,12.4545454545,7.96460176991,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (262).txt,34.1276595745,13.7339055794,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (524).txt,23.6666666667,14.1592920354,2,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (227).txt,15.2,11.5384615385,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (252).txt,10.8571428571,15.625,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (248).txt,13.40625,18.7134502924,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (71).txt,11.0,17.4603174603,2,1.0
data/ppVietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (242).txt,27.5,15.1724137931,2,1.0
data/ppVietnamese_by_catalog/Normal/T_TT_/T_TT_ (583).txt,21.3571428571,12.2448979592,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (65).txt,14.8888888889,21.2962962963,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (179).txt,22.4615384615,13.7614678899,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (318).txt,17.7368421053,9.09090909091,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (464).txt,26.7051282051,9.77272727273,3,3.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (218).txt,18.7142857143,14.7540983607,2,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (56).txt,22.3076923077,14.5038167939,2,1.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (73).txt,18.0172413793,15.2647975078,1,1.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (236).txt,19.9324324324,14.5054945055,2,1.0
data/ppVietnamese_by_catalog/Normal/GD_NLD_/GD_NLD_ (192).txt,14.5,11.7647058824,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (309).txt,13.5,18.4210526316,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (244).txt,26.5454545455,4.0404040404,2,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (402).txt,11.1578947368,18.75,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (274).txt,12.8214285714,10.8527131783,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (89).txt,16.8181818182,12.0879120879,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (167).txt,24.0793650794,13.1004366812,3,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (794).txt,22.75,12.7659574468,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (451).txt,15.6666666667,15.6626506024,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (418).txt,23.5925925926,15.9292035398,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (53).txt,22.8823529412,20.3947368421,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (25).txt,15.1666666667,10.2272727273,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (374).txt,26.6356589147,8.83152173913,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (336).txt,15.2340425532,15.2985074627,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (196).txt,17.65625,15.4228855721,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (502).txt,18.8611111111,11.8721461187,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (143).txt,16.6363636364,19.801980198,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (89).txt,31.2,13.1782945736,2,3.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (82).txt,19.24,15.1315789474,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (244).txt,14.1020408163,12.2270742358,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1056).txt,22.2941176471,11.8421052632,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (433).txt,21.4285714286,7.57575757576,2,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (31).txt,24.3333333333,8.57142857143,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (30).txt,19.3846153846,11.25,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (322).txt,22.5454545455,7.59493670886,2,1.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (98).txt,19.1142857143,16.1111111111,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (720).txt,17.6944444444,14.2131979695,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (89).txt,9.53846153846,18.6274509804,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (426).txt,20.8981481481,11.2164296998,3,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (190).txt,22.75,14.8514851485,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (469).txt,18.0,13.1147540984,2,1.0
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (312).txt,14.1333333333,18.8405797101,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (270).txt,21.0769230769,12.6126126126,1,1.0
data/ppVietnamese_by_catalog/Easy/mnhp/mnhp (49).txt,9.88461538462,15.3846153846,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (384).txt,18.8064516129,16.0,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (873).txt,15.3333333333,10.1604278075,2,1.0
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (297).txt,20.4848484848,14.6153846154,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (220).txt,32.5714285714,10.3975535168,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (129).txt,13.6428571429,20.0,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (95).txt,9.05555555556,12.676056338,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (351).txt,11.5,8.0,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (631).txt,15.3333333333,15.625,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (532).txt,15.8857142857,12.9943502825,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (607).txt,28.3205128205,13.5714285714,3,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (129).txt,17.2857142857,18.6746987952,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (270).txt,3.34615384615,19.696969697,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (757).txt,20.2666666667,13.2653061224,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (312).txt,14.0666666667,16.8604651163,1,1.0
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (271).txt,13.8333333333,15.5737704918,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (16).txt,28.56,12.3595505618,3,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (316).txt,14.5,6.81818181818,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (27).txt,17.2142857143,13.5294117647,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (560).txt,17.26,15.6133828996,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (850).txt,13.5833333333,16.2790697674,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (152).txt,7.4,21.2765957447,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (205).txt,24.484375,11.1398963731,3,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (1).txt,18.0,18.0327868852,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (285).txt,23.0769230769,13.1944444444,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (251).txt,16.5714285714,14.2857142857,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (123).txt,18.1428571429,8.79120879121,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (666).txt,34.625,12.4726477024,3,3.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (147).txt,17.8666666667,15.873015873,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (212).txt,14.2173913043,18.8811188811,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (376).txt,21.0,20.8333333333,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (43).txt,28.0,14.606741573,2,1.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (227).txt,22.4666666667,17.5182481752,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (294).txt,25.5714285714,10.2564102564,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (207).txt,11.84,10.2040816327,1,1.0
data/ppVietnamese_by_catalog/Easy/gs/gs (178).txt,13.9041916168,16.1100196464,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (328).txt,22.9523809524,19.53125,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (132).txt,28.1047619048,10.148849797,3,3.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (13).txt,19.8476821192,9.24796747967,3,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (574).txt,16.6829268293,12.0967741935,2,1.0
data/ppVietnamese_by_catalog/Normal/CK_TT_/CK_TT_ (380).txt,20.0,18.1818181818,2,1.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (58).txt,16.375,14.0495867769,2,1.0
data/ppVietnamese_by_catalog/Difficult/l/l (37).txt,53.4869565217,12.03125,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (40).txt,11.5,25.7142857143,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (505).txt,15.6216216216,12.389380531,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (129).txt,13.0,19.7802197802,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (752).txt,23.2857142857,14.7540983607,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (423).txt,20.25,15.3846153846,2,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (12).txt,37.8070175439,12.7147766323,3,3.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (131).txt,9.125,14.7826086957,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (986).txt,34.79,10.2040816327,3,3.0
data/ppVietnamese_by_catalog/Easy/gs/gs (79).txt,15.0769230769,16.1764705882,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (114).txt,19.0909090909,16.0714285714,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (565).txt,18.9090909091,9.72222222222,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (187).txt,16.0769230769,18.1818181818,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (134).txt,18.8787878788,16.9082125604,2,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (550).txt,6.1935483871,15.1162790698,2,1.0
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (14).txt,16.0333333333,19.8979591837,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (48).txt,27.125,13.8554216867,3,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (458).txt,35.3333333333,12.6984126984,2,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1009).txt,21.5779816514,11.2040133779,3,1.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (632).txt,19.4285714286,14.6666666667,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (14).txt,14.5294117647,11.9047619048,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (344).txt,32.0909090909,12.0786516854,2,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (177).txt,32.3333333333,13.0434782609,2,3.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (27).txt,18.5652173913,10.9489051095,1,1.0
data/ppVietnamese_by_catalog/Easy/jk/jk (17).txt,12.0888888889,12.8078817734,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (337).txt,6.125,14.6666666667,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (145).txt,13.0,25.8620689655,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (370).txt,31.2340425532,10.5643994211,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (203).txt,16.1739130435,10.8333333333,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (888).txt,19.619047619,14.7747747748,3,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (797).txt,19.0714285714,10.3448275862,2,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (122).txt,8.34782608696,11.4583333333,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (648).txt,30.25,17.5438596491,2,1.0
data/ppVietnamese_by_catalog/Easy/jk/jk (33).txt,15.7,10.3225806452,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-11/vm-11 (52).txt,29.0,15.0537634409,1,2.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (723).txt,14.9714285714,15.2173913043,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (91).txt,9.53571428571,14.0350877193,1,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (16).txt,28.9230769231,14.1732283465,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (650).txt,10.4,22.2222222222,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (319).txt,17.1379310345,11.4285714286,2,1.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (671).txt,18.4444444444,15.7142857143,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (245).txt,12.8,17.6056338028,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (155).txt,16.9107142857,13.2352941176,1,1.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (732).txt,9.375,10.2564102564,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1090).txt,42.65,11.2994350282,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (129).txt,38.9726027397,12.9757785467,3,3.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (235).txt,12.2857142857,24.5283018868,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (19).txt,10.1578947368,16.4556962025,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-4/vm-4 (14).txt,11.375,14.2857142857,1,1.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (27).txt,19.3333333333,24.2424242424,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (18).txt,11.3142857143,10.0775193798,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (571).txt,11.3333333333,13.8461538462,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (144).txt,16.1428571429,16.40625,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (784).txt,23.0434782609,13.3971291866,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (30).txt,10.0,4.34782608696,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (198).txt,19.8857142857,12.6436781609,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (108).txt,21.1111111111,12.1428571429,2,1.0
data/ppVietnamese_by_catalog/Difficult/lv/lv (104).txt,21.5053763441,11.5384615385,3,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (240).txt,15.0816326531,15.2,2,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (298).txt,7.02857142857,13.829787234,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1051).txt,14.4285714286,9.61538461538,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (342).txt,25.5,10.0,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (263).txt,8.54054054054,19.8717948718,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (68).txt,23.4854368932,13.8842975207,3,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (9).txt,6.1,7.14285714286,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (282).txt,20.4285714286,12.3287671233,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (86).txt,15.0,12.962962963,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (42).txt,21.5,11.9402985075,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (37).txt,7.875,29.4117647059,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (389).txt,10.9107142857,12.8888888889,2,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (138).txt,23.1111111111,11.9402985075,2,1.0
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (385).txt,29.2,7.59493670886,2,3.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (591).txt,17.3333333333,9.375,1,1.0
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (378).txt,27.25,12.1212121212,2,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (146).txt,15.0,13.3333333333,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (186).txt,11.1967213115,17.4887892377,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (465).txt,23.6111111111,15.1394422311,2,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (288).txt,30.6086956522,14.4144144144,3,2.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (680).txt,15.0,13.8461538462,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (762).txt,21.75,20.5882352941,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (431).txt,23.0,9.375,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (557).txt,50.2121212121,14.1666666667,3,3.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (30).txt,22.3448275862,12.2257053292,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (296).txt,16.6666666667,18.2608695652,2,1.0
data/ppVietnamese_by_catalog/Easy/t/t (56).txt,12.0,15.873015873,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (550).txt,27.2368421053,12.3667377399,3,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (103).txt,18.6153846154,14.5251396648,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (600).txt,23.0357142857,10.3734439834,2,1.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (115).txt,14.5217391304,14.7286821705,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (236).txt,17.9230769231,10.1123595506,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (46).txt,9.83333333333,17.2413793103,1,1.0
data/ppVietnamese_by_catalog/Easy/mn/mn (30).txt,10.1935483871,18.6046511628,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (774).txt,21.9375,21.5277777778,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (373).txt,13.5,14.7058823529,2,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (368).txt,18.9122807018,16.5803108808,2,1.0
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (337).txt,12.9285714286,9.81595092025,2,1.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (720).txt,13.0625,18.6274509804,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (596).txt,22.5185185185,10.9826589595,3,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (546).txt,22.8518518519,10.7717041801,3,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (424).txt,21.6607142857,8.4375,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (910).txt,19.6923076923,13.1578947368,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (177).txt,39.8392857143,11.2462006079,3,3.0
data/ppVietnamese_by_catalog/Easy/vm-4/vm-4 (13).txt,13.6666666667,11.5384615385,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (538).txt,13.7058823529,10.8695652174,2,1.0
