filename,words_sentences,letters_words,lable,predict
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (646).txt,12.0952380952,5.61023622047,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (291).txt,17.9411764706,5.95409836066,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (88).txt,12.275862069,4.97471910112,1,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (6).txt,21.1968085106,7.71367628607,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (413).txt,15.9333333333,7.10878661088,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (380).txt,22.0,7.19191919192,2,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (58).txt,27.6842105263,6.05893536122,2,2.0
data/ppVietnamese_by_catalog/Easy/gs/gs (85).txt,16.3948717949,5.32436659368,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (888).txt,30.3333333333,6.60989010989,2,3.0
data/ppVietnamese_by_catalog/Easy/gs/gs (159).txt,11.7647058824,5.16,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (623).txt,17.4390243902,6.01678321678,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (310).txt,36.8888888889,6.81024096386,2,3.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (195).txt,17.1538461538,5.59192825112,2,2.0
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (535).txt,2.59615384615,4.59259259259,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (418).txt,24.9090909091,6.80656934307,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (472).txt,9.6,6.35416666667,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (263).txt,21.7857142857,6.63606557377,2,2.0
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (184).txt,16.4166666667,5.81725888325,2,2.0
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (191).txt,9.70967741935,4.83388704319,2,1.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (79).txt,17.6842105263,5.60119047619,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (147).txt,24.8947368421,6.24312896406,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (72).txt,14.023255814,5.55389718076,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (228).txt,20.1333333333,6.52317880795,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (496).txt,15.5,7.06451612903,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (226).txt,19.0,6.46052631579,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (804).txt,20.6,7.20388349515,2,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (206).txt,17.0454545455,5.85333333333,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (167).txt,27.0,6.51851851852,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (55).txt,21.1698113208,5.61319073084,1,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (250).txt,12.8918918919,6.04821802935,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (203).txt,19.5,6.94017094017,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (320).txt,15.8571428571,6.8963963964,2,2.0
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (309).txt,19.8148148148,6.08224299065,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (617).txt,25.6024096386,7.29082352941,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (281).txt,12.7391304348,5.24061433447,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (309).txt,14.3,6.15734265734,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (838).txt,24.6956521739,5.73767605634,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (185).txt,23.4909090909,6.37306501548,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (65).txt,13.2727272727,5.18150684932,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (445).txt,22.6363636364,5.85542168675,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (460).txt,16.25,6.75384615385,1,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (53).txt,14.8571428571,5.74519230769,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (177).txt,18.25,6.64383561644,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (502).txt,11.5,10.7971014493,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (814).txt,12.2307692308,6.00314465409,2,2.0
data/ppVietnamese_by_catalog/Easy/mnhp/mnhp (43).txt,10.7777777778,5.11340206186,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (251).txt,21.75,5.58237547893,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (594).txt,20.0,6.15882352941,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (28).txt,17.9166666667,5.38139534884,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (23).txt,13.8,6.60869565217,2,2.0
data/ppVietnamese_by_catalog/Easy/ebe/ebe (1).txt,15.2647058824,5.42774566474,1,1.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (235).txt,17.0,6.42609351433,2,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (16).txt,15.75,5.2380952381,2,1.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (1).txt,19.4666666667,5.05907534247,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (471).txt,11.5,6.73913043478,1,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (59).txt,18.1666666667,5.49082568807,1,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (84).txt,23.5294117647,5.83,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (847).txt,22.9633027523,7.37554934079,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (361).txt,24.958677686,6.75761589404,3,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (467).txt,13.6666666667,5.41463414634,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (60).txt,12.7777777778,4.86956521739,1,1.0
data/ppVietnamese_by_catalog/Easy/jk/jk (6).txt,11.1304347826,4.7734375,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (816).txt,20.4545454545,6.37333333333,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (83).txt,18.9166666667,5.48898678414,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (746).txt,16.4,7.23983739837,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (117).txt,40.8761904762,6.21318732526,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (210).txt,14.5833333333,6.43428571429,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (506).txt,20.3333333333,6.53551912568,2,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (33).txt,13.0,5.39271255061,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (540).txt,20.9130434783,6.09771309771,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (271).txt,11.5555555556,5.32451923077,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (693).txt,15.5,5.81451612903,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (383).txt,28.8181818182,6.13722397476,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (193).txt,18.2,5.79120879121,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (829).txt,24.2989690722,7.06364022062,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (506).txt,16.3043478261,6.35733333333,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (412).txt,20.375,6.65950920245,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (220).txt,18.1111111111,6.24846625767,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (687).txt,15.3111111111,6.23657474601,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (675).txt,11.2,5.67857142857,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (118).txt,19.3181818182,4.80235294118,1,1.0
data/ppVietnamese_by_catalog/Difficult/lv/lv (27).txt,17.7904191617,7.08078088186,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (272).txt,22.7407407407,7.20969055375,3,3.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (291).txt,15.7647058824,6.35820895522,1,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (201).txt,20.8333333333,6.896,2,2.0
data/ppVietnamese_by_catalog/Easy/ebe/ebe (16).txt,14.825,5.50590219224,1,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (110).txt,44.6885245902,7.10674981658,3,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (131).txt,24.5,7.60714285714,2,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (25).txt,10.5833333333,7.09842519685,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (133).txt,29.8461538462,7.1462628866,3,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (598).txt,24.9166666667,6.35117056856,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (96).txt,37.9612403101,7.18919746784,3,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (344).txt,23.6,6.30508474576,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (673).txt,33.1276595745,7.43609505459,3,3.0
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (287).txt,29.3333333333,5.94318181818,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (635).txt,14.4545454545,5.72327044025,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (90).txt,23.4666666667,6.29829545455,2,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (31).txt,14.8181818182,5.96319018405,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (196).txt,29.5,6.38983050847,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (601).txt,17.4285714286,7.1106557377,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (239).txt,13.0606060606,5.09280742459,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (441).txt,13.0,6.15384615385,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (49).txt,23.380952381,5.57433808554,2,2.0
data/ppVietnamese_by_catalog/Easy/gs/gs (183).txt,12.6486486486,5.04273504274,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (340).txt,23.8571428571,6.40319361277,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (556).txt,21.7710843373,6.97897066962,3,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (30).txt,17.4736842105,6.3313253012,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (14).txt,7.52941176471,5.28645833333,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (6).txt,16.6111111111,5.02341137124,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (2).txt,18.7021276596,6.62116040956,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (111).txt,19.4027777778,5.16392269148,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (841).txt,26.75,6.26168224299,2,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (87).txt,13.0,6.26923076923,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (107).txt,25.4814814815,6.14534883721,3,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (53).txt,16.7428571429,5.50682593857,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (567).txt,17.5,6.77857142857,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (664).txt,10.3333333333,6.17741935484,1,1.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (46).txt,27.7169811321,7.85432266848,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (200).txt,15.5,5.77565982405,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (643).txt,24.7913043478,7.05121010172,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (113).txt,35.0724637681,6.54380165289,3,3.0
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (315).txt,14.7575757576,6.18891170431,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (479).txt,13.1428571429,7.27173913043,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (196).txt,12.2,7.31147540984,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (203).txt,12.6875,5.22167487685,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (257).txt,10.6739130435,5.1099796334,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (208).txt,12.5,5.21846153846,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (59).txt,15.2,7.03947368421,2,2.0
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (13).txt,20.8,5.90144230769,2,2.0
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (76).txt,16.7272727273,5.36413043478,2,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (671).txt,17.2222222222,7.27096774194,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (178).txt,13.0,6.96923076923,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (542).txt,13.6666666667,6.39024390244,1,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (79).txt,23.2777777778,6.23627684964,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (533).txt,17.4375,6.08960573477,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (184).txt,14.9090909091,6.40243902439,2,2.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (753).txt,13.625,5.24770642202,2,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (198).txt,23.2,6.82471264368,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (14).txt,26.5555555556,6.4309623431,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (66).txt,21.3611111111,6.7022106632,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (194).txt,14.125,5.34513274336,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (125).txt,6.8380952381,5.33147632312,2,1.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (196).txt,18.8947368421,5.86629526462,1,2.0
data/ppVietnamese_by_catalog/Easy/vm-4/vm-4 (20).txt,14.1428571429,6.54545454545,1,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (463).txt,27.0,7.15432098765,2,3.0
data/ppVietnamese_by_catalog/Easy/gs/gs (102).txt,16.9090909091,5.20161290323,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (775).txt,21.4166666667,6.80544747082,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (846).txt,31.0416666667,6.48187919463,3,2.0
data/ppVietnamese_by_catalog/Easy/gs/gs (122).txt,16.0793650794,4.95952615992,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (222).txt,17.9032258065,5.52072072072,1,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (160).txt,30.8,6.24675324675,2,2.0
data/ppVietnamese_by_catalog/Normal/LD_NLD_/LD_NLD_ (770).txt,16.0263157895,5.75697865353,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (563).txt,16.8648648649,5.60576923077,2,2.0
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (317).txt,16.8723404255,6.12610340479,2,2.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (656).txt,18.5,5.46486486486,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (29).txt,19.7,5.19289340102,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (346).txt,16.6875,6.90262172285,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (276).txt,35.0,7.41428571429,2,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (531).txt,8.32,6.51442307692,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (356).txt,15.3333333333,6.15579710145,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (194).txt,29.5,6.60734463277,3,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (246).txt,25.3333333333,6.07894736842,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (58).txt,15.0294117647,5.42367906067,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (844).txt,30.2142857143,6.58628841608,2,3.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (186).txt,12.1875,5.34871794872,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (76).txt,17.3684210526,6.64242424242,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (494).txt,15.6956521739,6.16066481994,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (644).txt,11.0,6.53636363636,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (289).txt,19.0476190476,6.175,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (279).txt,10.2452830189,5.49539594843,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (208).txt,16.3243243243,5.99503311258,2,2.0
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (370).txt,66.5,6.14285714286,2,3.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (22).txt,11.7352941176,5.94235588972,1,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (366).txt,13.5,6.19444444444,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (86).txt,40.380952381,6.5695754717,3,3.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (318).txt,14.4594594595,5.8953271028,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (73).txt,22.6842105263,6.22041763341,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (42).txt,20.0606060606,6.30211480363,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (317).txt,21.3333333333,6.8515625,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (574).txt,39.9743589744,6.79730596536,3,3.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (178).txt,24.1428571429,4.96449704142,1,1.0
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (343).txt,18.68,6.02997858672,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (474).txt,16.9047619048,7.2,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (532).txt,21.2608695652,6.77096114519,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (463).txt,38.3333333333,5.87826086957,2,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1065).txt,30.3157894737,5.74479166667,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (32).txt,14.75,6.81355932203,2,2.0
data/ppVietnamese_by_catalog/Easy/mn/mn (13).txt,9.2619047619,5.01285347044,1,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (40).txt,18.1752336449,7.2750996272,3,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (275).txt,15.3571428571,6.68837209302,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (46).txt,12.84,5.68847352025,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (24).txt,12.125,4.9587628866,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (653).txt,9.7,5.54639175258,1,1.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (146).txt,18.76,7.15067519545,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1088).txt,31.4024390244,6.53398058252,3,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (220).txt,19.7,7.05583756345,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (284).txt,53.0526315789,7.15079365079,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (739).txt,22.593220339,5.92723180795,3,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (209).txt,25.0588235294,6.82863849765,2,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (352).txt,19.1428571429,6.09701492537,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (751).txt,16.8333333333,7.0495049505,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (220).txt,11.7083333333,5.20284697509,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (80).txt,13.6,5.05882352941,1,1.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (108).txt,11.6666666667,6.51428571429,2,2.0
data/ppVietnamese_by_catalog/Normal/AT_NLD_/AT_NLD_ (260).txt,8.53333333333,5.53125,2,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (465).txt,10.5714285714,5.7027027027,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (809).txt,19.9523809524,6.89976133652,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (783).txt,22.6666666667,6.43014705882,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (128).txt,21.9,6.54794520548,2,2.0
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (197).txt,8.26315789474,6.02547770701,2,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (523).txt,19.2666666667,7.0276816609,2,2.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (629).txt,19.1428571429,5.5223880597,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (608).txt,18.4,6.83152173913,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (186).txt,24.6363636364,6.60147601476,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (658).txt,11.5,5.58695652174,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (342).txt,23.7631578947,6.80952380952,3,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (178).txt,12.0714285714,6.92307692308,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (694).txt,13.5714285714,6.52,1,2.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (73).txt,19.6,4.30612244898,1,1.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (652).txt,20.2,5.50495049505,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (234).txt,31.0379746835,6.96655791191,3,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (298).txt,32.0,6.3671875,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (414).txt,16.6,6.6265060241,1,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (14).txt,16.6296296296,5.4565701559,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (339).txt,11.2608695652,5.64478764479,2,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (284).txt,15.6363636364,5.88953488372,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (256).txt,15.1764705882,5.34302325581,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (185).txt,13.9655172414,5.20864197531,1,1.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (125).txt,20.880952381,5.48118586089,1,2.0
data/ppVietnamese_by_catalog/Easy/gs/gs (137).txt,16.8287671233,5.52543752544,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (758).txt,21.0384615385,7.04890310786,3,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (137).txt,18.5555555556,6.23353293413,2,2.0
data/ppVietnamese_by_catalog/Difficult/lv/lv (44).txt,30.3926380368,7.23718207509,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (386).txt,29.5866666667,6.85218566922,3,3.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (326).txt,9.66666666667,7.20689655172,1,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (244).txt,14.1875,6.2731277533,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (308).txt,16.0588235294,5.89194139194,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (162).txt,18.5128205128,5.57756232687,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (590).txt,13.6,6.61029411765,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-1/vm-1 (1).txt,22.7894736842,5.67205542725,1,2.0
