filename,letters_words,blw,lable,predict
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (651).txt,7.62771535581,9.84848484848,3,3.0
data/ppVietnamese_by_catalog/Easy/jk/jk (19).txt,5.09625668449,8.26446280992,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (133).txt,5.35616438356,12.6582278481,1,1.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (159).txt,5.54378980892,14.8148148148,1,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (17).txt,4.87192118227,15.5555555556,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (12).txt,6.26018808777,18.6813186813,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (239).txt,5.05617977528,10.8108108108,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (191).txt,6.76007677543,13.0681818182,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (840).txt,6.10964912281,22.8260869565,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-1/vm-1 (5).txt,4.953125,12.5874125874,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (489).txt,5.1814516129,18.8679245283,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (788).txt,5.86614173228,15.625,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (892).txt,7.37619699042,13.7291280148,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (872).txt,7.31469716222,11.1111111111,3,3.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (77).txt,7.62758473673,9.66221523959,3,3.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (47).txt,6.50875656743,13.6170212766,3,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (124).txt,6.01269393512,15.3526970954,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (259).txt,6.31111111111,15.9793814433,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (699).txt,6.44117647059,16.6666666667,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (373).txt,5.93975903614,8.0,1,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (45).txt,5.94849785408,18.4782608696,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (126).txt,7.37450592885,10.0814663951,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (751).txt,6.29944229944,15.1260504202,3,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1011).txt,7.36746031746,11.6997792494,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (767).txt,6.20222634508,15.5440414508,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (158).txt,4.98069498069,21.4285714286,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (211).txt,6.27102803738,10.3448275862,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (58).txt,5.27320954907,12.9770992366,1,1.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (107).txt,5.51528384279,18.2481751825,1,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (60).txt,8.65612648221,14.1089108911,3,3.0
data/ppVietnamese_by_catalog/Easy/mn/mn (7).txt,5.16842105263,15.4639175258,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (132).txt,5.35038363171,13.1944444444,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (348).txt,7.26572668113,10.3896103896,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1109).txt,5.90134529148,14.3617021277,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (100).txt,6.71836734694,10.9090909091,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (128).txt,5.13144758735,15.8653846154,1,1.0
data/ppVietnamese_by_catalog/Difficult/l/l (52).txt,8.71688942892,17.0506912442,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (245).txt,5.32920353982,13.5869565217,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (438).txt,5.38392857143,17.7419354839,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (692).txt,6.08910891089,9.75609756098,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (293).txt,6.71812080537,16.6666666667,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (734).txt,7.39236573458,13.2315521628,3,3.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (140).txt,5.69736842105,8.45070422535,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (166).txt,7.6805856833,11.3475177305,3,3.0
data/ppVietnamese_by_catalog/Normal/LD_NLD_/LD_NLD_ (775).txt,5.43505154639,16.3636363636,2,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (85).txt,5.78201634877,16.049382716,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (619).txt,6.56307692308,10.0,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (56).txt,6.45315904139,6.93069306931,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (13).txt,5.71739130435,4.54545454545,1,2.0
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (307).txt,5.64285714286,16.6666666667,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (238).txt,6.60849598163,11.8959107807,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (117).txt,5.48333333333,12.3595505618,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (445).txt,4.93975903614,15.9090909091,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (138).txt,5.8698630137,14.0845070423,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (81).txt,5.87927927928,13.9393939394,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (26).txt,5.43518518519,17.8571428571,1,2.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (61).txt,5.43846153846,13.1147540984,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (636).txt,6.33333333333,17.0731707317,2,2.0
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (318).txt,6.29863692689,10.8108108108,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (291).txt,6.25480769231,9.82658959538,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (636).txt,5.73702422145,13.1313131313,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (26).txt,5.71158392435,14.1791044776,1,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (199).txt,6.97993311037,14.6341463415,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (167).txt,4.95321637427,21.1267605634,1,1.0
data/ppVietnamese_by_catalog/Difficult/lv/lv (106).txt,6.93367455747,9.62643678161,3,2.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (33).txt,4.89830508475,10.3448275862,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (236).txt,6.6711409396,16.9491525424,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (339).txt,6.0422125182,14.3369175627,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (553).txt,6.38374717833,12.0,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (16).txt,7.39194360524,12.2905027933,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (531).txt,7.45378151261,13.1707317073,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (536).txt,7.829594478,12.7131782946,3,3.0
data/ppVietnamese_by_catalog/Difficult/l/l (46).txt,6.17909090909,12.037037037,3,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (12).txt,4.64200477327,16.0714285714,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (330).txt,6.14814814815,22.7272727273,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (882).txt,5.8795430945,14.4171779141,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (871).txt,7.16827344435,11.4081996435,3,3.0
data/ppVietnamese_by_catalog/Easy/ebe/ebe (6).txt,4.85472972973,15.1515151515,1,1.0
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (52).txt,6.18632958801,11.9760479042,2,2.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (149).txt,7.1840762164,9.34489402697,3,3.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (32).txt,6.45592286501,15.5737704918,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (624).txt,7.04761904762,9.33333333333,2,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (139).txt,6.23828125,13.4020618557,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (163).txt,6.25287356322,8.13953488372,2,2.0
data/ppVietnamese_by_catalog/Difficult/lv/lv (56).txt,7.38195569962,7.87037037037,3,3.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (137).txt,6.07641196013,10.7913669065,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (495).txt,5.58375634518,19.4756554307,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (182).txt,7.15728021978,11.4942528736,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (180).txt,5.02090592334,8.84955752212,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1088).txt,6.57894736842,13.9534883721,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (488).txt,5.9313304721,16.8421052632,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (212).txt,6.46218487395,24.0740740741,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (153).txt,6.6500405515,12.8205128205,3,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (492).txt,7.08666666667,14.4578313253,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (47).txt,4.93932038835,17.5182481752,1,1.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (474).txt,6.88432835821,13.2653061224,2,2.0
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (2).txt,6.11504424779,19.6721311475,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (32).txt,5.18686354379,14.0776699029,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (831).txt,7.38991674376,11.2810707457,3,3.0
data/ppVietnamese_by_catalog/Difficult/lv/lv (8).txt,7.33276716207,8.96091515729,3,3.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (115).txt,6.12797619048,18.75,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (246).txt,6.28959276018,9.90099009901,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (91).txt,6.3015625,12.8404669261,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (631).txt,6.07759699625,16.2790697674,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (86).txt,5.6213592233,20.4081632653,1,2.0
data/ppVietnamese_by_catalog/Easy/gs/gs (89).txt,5.11764705882,15.625,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (620).txt,5.66716641679,18.7725631769,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (126).txt,5.74392935982,8.33333333333,1,2.0
data/ppVietnamese_by_catalog/Difficult/ml/ml (27).txt,7.23381568926,4.1958041958,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (265).txt,6.28571428571,18.5185185185,2,2.0
data/ppVietnamese_by_catalog/Easy/t/t (24).txt,5.27441860465,14.9122807018,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (507).txt,6.48109965636,14.0096618357,2,2.0
data/ppVietnamese_by_catalog/Easy/t/t (21).txt,4.89497716895,18.9189189189,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (224).txt,5.22950819672,12.2448979592,2,1.0
data/ppVietnamese_by_catalog/Easy/t/t (36).txt,5.15184381779,13.475177305,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (125).txt,6.676,14.450867052,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (59).txt,5.55188679245,12.7659574468,2,2.0
data/ppVietnamese_by_catalog/Easy/ebe/ebe (35).txt,5.18812989922,20.295202952,1,1.0
data/ppVietnamese_by_catalog/Normal/GD_NLD_/GD_NLD_ (213).txt,5.76388888889,16.8103448276,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-1/vm-1 (7).txt,5.10368663594,15.0,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (37).txt,6.50630630631,14.8648648649,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (283).txt,5.35460992908,11.4754098361,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (31).txt,6.31170662906,13.9830508475,2,2.0
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (319).txt,6.88163265306,16.9117647059,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (376).txt,6.63053097345,12.2549019608,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (501).txt,6.97142857143,13.5802469136,2,2.0
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (356).txt,6.09278350515,15.6862745098,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (387).txt,6.27431906615,16.8316831683,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (113).txt,5.90540540541,9.09090909091,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (125).txt,6.10481099656,16.0804020101,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (284).txt,5.72909698997,15.4639175258,1,2.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (627).txt,6.60888888889,9.0,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (271).txt,6.31489361702,11.6071428571,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (115).txt,5.51591981132,13.7855579869,1,2.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (20).txt,5.30681818182,9.09090909091,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1046).txt,6.44183564568,11.0749185668,2,2.0
data/ppVietnamese_by_catalog/Easy/jk/jk (27).txt,5.30210772834,18.9189189189,1,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1063).txt,6.41896024465,20.6666666667,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (102).txt,5.02090357384,15.6923076923,1,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (38).txt,7.17581300813,11.2449799197,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (232).txt,6.9608801956,11.3268608414,3,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (44).txt,5.97171717172,14.4329896907,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (814).txt,6.79305457123,10.5919003115,3,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (215).txt,5.47107438017,15.037593985,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (59).txt,7.96439169139,9.64360587002,3,3.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (228).txt,5.85263157895,17.2727272727,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (490).txt,5.66798418972,21.4814814815,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (908).txt,7.8425814234,12.7937336815,3,3.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (113).txt,5.18577981651,16.2857142857,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (706).txt,5.51367781155,11.8644067797,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (128).txt,5.22282608696,20.5882352941,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (100).txt,5.59230769231,16.1904761905,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (301).txt,5.24637681159,12.0689655172,1,1.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (46).txt,5.13723696249,16.7192429022,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (214).txt,6.97727272727,12.6582278481,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (168).txt,7.01329955668,14.224137931,3,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (310).txt,6.40359897172,18.4523809524,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (571).txt,6.65540540541,18.3673469388,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (517).txt,6.78448275862,4.54545454545,2,3.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (707).txt,6.738170347,7.74647887324,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (147).txt,6.00863930886,14.9659863946,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (447).txt,5.84187408492,14.5299145299,2,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (92).txt,5.16473317865,12.987012987,1,1.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (282).txt,7.10975609756,15.6862745098,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (135).txt,7.64761454889,11.0924369748,3,3.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (183).txt,6.75446428571,12.9032258065,2,2.0
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (359).txt,6.09345794393,14.7540983607,2,2.0
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (169).txt,5.99384615385,13.3802816901,2,2.0
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (368).txt,6.02777777778,12.2807017544,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (328).txt,5.56852791878,9.85915492958,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (70).txt,5.16919191919,18.3673469388,1,1.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (63).txt,5.69594594595,14.2857142857,1,2.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (128).txt,5.5859375,17.6470588235,1,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (103).txt,5.97142857143,11.8811881188,2,2.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (736).txt,5.75922330097,10.9947643979,2,2.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (186).txt,5.99871794872,11.231884058,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (439).txt,5.4375,13.7254901961,1,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (341).txt,6.44329896907,9.09090909091,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (753).txt,7.13146167558,10.2466793169,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (71).txt,5.88405797101,15.7894736842,1,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (179).txt,5.93268053856,12.6394052045,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (257).txt,5.81751824818,13.8461538462,1,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (258).txt,7.92553191489,13.9737991266,3,3.0
data/ppVietnamese_by_catalog/Difficult/l/l (147).txt,7.68416890716,11.5506329114,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (787).txt,7.35515360322,9.74683544304,3,3.0
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (581).txt,6.59077809798,12.3674911661,2,2.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (26).txt,6.29220779221,18.4357541899,2,2.0
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (37).txt,5.87209302326,16.6666666667,2,2.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (102).txt,6.56575682382,18.9944134078,2,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (782).txt,5.64819277108,12.7572016461,2,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (196).txt,6.09186351706,14.9090909091,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (6).txt,5.06720430108,16.0,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1084).txt,6.29220779221,14.4736842105,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (602).txt,7.55281690141,12.853470437,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1052).txt,7.06244761106,9.16179337232,3,3.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (66).txt,6.7641509434,14.6341463415,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (8).txt,4.91348600509,19.4968553459,1,1.0
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (240).txt,6.94652406417,12.0481927711,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (686).txt,7.78694158076,11.0927152318,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (313).txt,4.59243697479,11.3924050633,1,1.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (568).txt,6.42248062016,13.5922330097,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (92).txt,4.67120181406,14.8148148148,1,1.0
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (918).txt,6.68763796909,9.4395280236,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (243).txt,5.40241448692,13.3333333333,1,1.0
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (260).txt,6.04895104895,12.5925925926,2,2.0
data/ppVietnamese_by_catalog/Difficult/l/l (225).txt,6.92378472222,13.6551724138,3,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (311).txt,5.8648111332,13.3720930233,2,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (241).txt,5.75213675214,14.2857142857,1,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (267).txt,5.61732851986,12.213740458,1,2.0
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (745).txt,4.86324786325,3.33333333333,2,1.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (328).txt,7.36495819702,10.4524180967,3,3.0
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (288).txt,5.03921568627,21.2389380531,1,1.0
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (126).txt,5.77027027027,13.7380191693,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (247).txt,7.66047619048,10.8061749571,3,3.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (397).txt,7.16121031746,11.1336032389,3,3.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (555).txt,5.96300578035,15.1202749141,2,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (236).txt,6.30956521739,13.8095238095,2,2.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (544).txt,6.2633744856,13.1868131868,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (149).txt,6.06463878327,15.0442477876,1,2.0
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (81).txt,6.32591414944,11.2903225806,2,2.0
data/ppVietnamese_by_catalog/Difficult/tl/tl (27).txt,7.51105769231,15.0495049505,3,3.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (265).txt,6.73214285714,8.0,1,2.0
data/ppVietnamese_by_catalog/Normal/CK_TT_/CK_TT_ (382).txt,6.04245283019,18.6046511628,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (182).txt,5.25,11.3924050633,1,1.0
data/ppVietnamese_by_catalog/Easy/vm-3/vm-3 (12).txt,5.0,9.09090909091,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (118).txt,6.6644295302,11.7647058824,2,2.0
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (77).txt,6.89598540146,12.8571428571,3,2.0
data/ppVietnamese_by_catalog/Difficult/ml/ml (10).txt,6.57095906782,11.4722753346,3,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (516).txt,6.08,11.6504854369,1,2.0
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (382).txt,5.72489082969,10.7843137255,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (142).txt,5.43042071197,14.0625,1,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (821).txt,7.09980302035,12.2373300371,3,2.0
data/ppVietnamese_by_catalog/Easy/sgk/sgk (177).txt,4.72072072072,18.1818181818,1,1.0
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (456).txt,6.34437086093,14.2857142857,2,2.0
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (38).txt,5.87603305785,11.1111111111,1,2.0
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (568).txt,6.66124661247,16.5048543689,2,2.0
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (252).txt,7.57894736842,12.808988764,3,3.0
data/ppVietnamese_by_catalog/Normal/KDQT_TT_/KDQT_TT_ (566).txt,6.13043478261,20.0,2,2.0
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (10).txt,5.41493775934,14.5631067961,1,2.0
