filename,letters_words,blw,lable,predict,,,
data/ppVietnamese_by_catalog/Easy/gs/gs (67).txt,,5.048076923,20,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (266).txt,,7.502631579,10.397553517,3,3,1,
data/ppVietnamese_by_catalog/Difficult/tl/tl (55).txt,,7.809534724,8.997429306,3,3,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1065).txt,,7.006325474,8.333333333,3,3,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (624).txt,,6.011111111,20.408163265,1,2,0,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (157).txt,,5.749593496,17.582417582,2,2,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (287).txt,,7.784013605,15.079365079,3,3,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (426).txt,,6.681415929,19.230769231,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (139).txt,,5.348837209,13.675213675,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (354).txt,,6.103703704,13.274336283,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-11/vm-11 (47).txt,,5.13368984,16.428571429,1,1,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (313).txt,,7.482758621,11.764705882,1,3,0,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (414).txt,,5.591743119,20.481927711,2,1,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (375).txt,,6.666132906,12.237762238,3,2,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (124).txt,,6.471544715,14.285714286,1,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (13).txt,,5.919154229,16.386554622,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (193).txt,,7.565627951,10.173160173,3,3,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (111).txt,,5.965909091,13.253012048,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (543).txt,,6.475675676,14.074074074,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (689).txt,,6.5875,11.038961039,2,2,1,
data/ppVietnamese_by_catalog/Normal/BDS_TN_/BDS_TN_ (236).txt,,6.518817204,15.5,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (541).txt,,5.338709677,17.948717949,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1032).txt,,7.25398773,11.912751678,3,3,1,
data/ppVietnamese_by_catalog/Easy/vm-11/vm-11 (50).txt,,5.666666667,15.483870968,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (35).txt,,6.072519084,12.565445026,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (871).txt,,6.611683849,12.053571429,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (173).txt,,5.946280992,14.285714286,1,2,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (394).txt,,6.211111111,8.928571429,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tl/tl (37).txt,,7.205767351,10.024154589,3,3,1,
data/ppVietnamese_by_catalog/Difficult/tl/tl (92).txt,,7.242589704,8.53485064,3,3,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (391).txt,,6.141304348,12.631578947,2,2,1,
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (711).txt,,5.402654867,11.235955056,2,1,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (463).txt,,6.164383562,16,1,2,0,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (169).txt,,6.87195122,13.28125,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (76).txt,,5.861702128,11.538461538,1,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (525).txt,,6.047666336,12.890625,2,2,1,
data/ppVietnamese_by_catalog/Normal/GD_NLD_/GD_NLD_ (190).txt,,5.633100698,16.020671835,2,1,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (478).txt,,6.786259542,12.568306011,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (338).txt,,5.8802589,18.181818182,1,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (4).txt,,6.287058824,12.5,2,2,1,
data/ppVietnamese_by_catalog/Easy/ebe/ebe (57).txt,,5.036211699,19.565217391,1,1,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (334).txt,,5.585858586,7.843137255,2,1,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (122).txt,,8.076859161,10.509031199,3,3,1,
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (646).txt,,5.61023622,17.098445596,2,1,0,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (291).txt,,5.954098361,11.428571429,1,2,0,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (88).txt,,4.974719101,11.538461538,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tl/tl (6).txt,,7.713676286,10.957004161,3,3,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (413).txt,,7.108786611,17.171717172,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (380).txt,,7.191919192,12.087912088,2,3,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (58).txt,,6.058935361,11.475409836,2,2,1,
data/ppVietnamese_by_catalog/Easy/gs/gs (85).txt,,5.324366594,14.589665653,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (888).txt,,6.60989011,12.658227848,2,2,1,
data/ppVietnamese_by_catalog/Easy/gs/gs (159).txt,,5.16,10.606060606,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (623).txt,,6.016783217,12.807881773,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (310).txt,,6.810240964,16.964285714,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (195).txt,,5.591928251,16.455696203,2,1,0,
data/ppVietnamese_by_catalog/Normal/GDu_TT_/GDu_TT_ (535).txt,,4.592592593,29.545454545,2,1,0,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (418).txt,,6.806569343,17.592592593,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (472).txt,,6.354166667,12.5,1,2,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (263).txt,,6.636065574,11.71875,2,2,1,
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (184).txt,,5.817258883,13.879003559,2,2,1,
data/ppVietnamese_by_catalog/Normal/LS_NLD_/LS_NLD_ (191).txt,,4.833887043,15.887850467,2,1,0,
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (79).txt,,5.601190476,9.900990099,1,1,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (147).txt,,6.243128964,8.796296296,1,2,0,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (72).txt,,5.553897181,19.909502262,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (228).txt,,6.523178808,13.245033113,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (496).txt,,7.064516129,14.285714286,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (226).txt,,6.460526316,11.428571429,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (804).txt,,7.203883495,8.620689655,2,3,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (206).txt,,5.853333333,13.793103448,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (167).txt,,6.518518519,13.043478261,2,2,1,
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (55).txt,,5.613190731,18.302387268,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (250).txt,,6.048218029,11.413043478,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (203).txt,,6.94017094,15.254237288,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (320).txt,,6.896396396,16.071428571,2,2,1,
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (309).txt,,6.082242991,14.218009479,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (617).txt,,7.290823529,9.224318658,3,3,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (281).txt,,5.240614334,17.142857143,1,1,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (309).txt,,6.157342657,15.178571429,1,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (838).txt,,5.737676056,10.824742268,2,1,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (185).txt,,6.373065015,10.714285714,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (65).txt,,5.181506849,14.4,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (445).txt,,5.855421687,20,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (460).txt,,6.753846154,8.333333333,1,2,0,
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (53).txt,,5.745192308,18.867924528,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (177).txt,,6.643835616,14.035087719,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (502).txt,,10.797101449,11.86440678,1,3,0,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (814).txt,,6.003144654,11.811023622,2,2,1,
data/ppVietnamese_by_catalog/Easy/mnhp/mnhp (43).txt,,5.113402062,10.569105691,1,1,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (251).txt,,5.582375479,11.827956989,2,1,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (594).txt,,6.158823529,10.4,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (28).txt,,5.381395349,14.285714286,1,1,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (23).txt,,6.608695652,22.388059701,2,2,1,
data/ppVietnamese_by_catalog/Easy/ebe/ebe (1).txt,,5.427745665,14.689265537,1,1,1,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (235).txt,,6.426093514,13.238770686,2,2,1,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (16).txt,,5.238095238,19.266055046,2,1,0,
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (1).txt,,5.059075342,15.648854962,1,1,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (471).txt,,6.739130435,18.918918919,1,2,0,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (59).txt,,5.490825688,21.505376344,1,1,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (84).txt,,5.83,16.666666667,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (847).txt,,7.375549341,12.121212121,3,3,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (361).txt,,6.757615894,12.36133122,3,2,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (467).txt,,5.414634146,33.333333333,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (60).txt,,4.869565217,19.14893617,1,1,1,
data/ppVietnamese_by_catalog/Easy/jk/jk (6).txt,,4.7734375,14.473684211,1,1,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (816).txt,,6.373333333,11.2,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (83).txt,,5.488986784,15.92920354,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (746).txt,,7.239837398,11.25,2,3,0,
data/ppVietnamese_by_catalog/Difficult/l/l (117).txt,,6.213187325,9.442060086,3,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (210).txt,,6.434285714,13.75,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (506).txt,,6.535519126,12.345679012,2,2,1,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (33).txt,,5.392712551,18.253968254,2,1,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (540).txt,,6.097713098,13.846153846,1,2,0,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (271).txt,,5.324519231,13.821138211,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (693).txt,,5.814516129,16.923076923,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (383).txt,,6.137223975,10.243902439,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (193).txt,,5.791208791,22.5,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (829).txt,,7.063640221,12.389380531,3,2,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (506).txt,,6.357333333,15.72327044,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (412).txt,,6.659509202,15.151515152,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (220).txt,,6.248466258,11.538461538,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (687).txt,,6.236574746,10.300429185,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (675).txt,,5.678571429,6.896551724,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-7/vm-7 (118).txt,,4.802352941,20.863309353,1,1,1,
data/ppVietnamese_by_catalog/Difficult/lv/lv (27).txt,,7.080780882,9.815078236,3,3,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (272).txt,,7.209690554,10.534846029,3,3,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (291).txt,,6.358208955,14.492753623,1,2,0,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (201).txt,,6.896,12.5,2,2,1,
data/ppVietnamese_by_catalog/Easy/ebe/ebe (16).txt,,5.505902192,13.59223301,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tl/tl (110).txt,,7.106749817,12.111111111,3,2,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (131).txt,,7.607142857,12.280701754,2,3,0,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (25).txt,,7.098425197,11.428571429,2,2,1,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (133).txt,,7.146262887,15.2,3,2,0,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (598).txt,,6.351170569,13.043478261,2,2,1,
data/ppVietnamese_by_catalog/Difficult/l/l (96).txt,,7.189197468,12.592592593,3,2,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (344).txt,,6.305084746,12.195121951,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (673).txt,,7.436095055,12.698412698,3,3,1,
data/ppVietnamese_by_catalog/Normal/DL_TN_/DL_TN_ (287).txt,,5.943181818,32.5,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (635).txt,,5.72327044,17.910447761,2,1,0,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (90).txt,,6.298295455,12.857142857,2,2,1,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (31).txt,,5.963190184,11.688311688,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (196).txt,,6.389830508,14.285714286,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (601).txt,,7.110655738,12.213740458,1,2,0,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (239).txt,,5.092807425,13.422818792,1,1,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (441).txt,,6.153846154,20.634920635,2,2,1,
data/ppVietnamese_by_catalog/Normal/MS_VNE_/MS_VNE_ (49).txt,,5.574338086,21.511627907,2,1,0,
data/ppVietnamese_by_catalog/Easy/gs/gs (183).txt,,5.042735043,16.149068323,1,1,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (340).txt,,6.403193613,13.488372093,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (556).txt,,6.97897067,13.214285714,3,2,0,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (30).txt,,6.331325301,15.72327044,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (14).txt,,5.286458333,12.307692308,1,1,1,
data/ppVietnamese_by_catalog/Easy/vm-5/vm-5 (6).txt,,5.023411371,17.322834646,1,1,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (2).txt,,6.62116041,12.949640288,2,2,1,
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (111).txt,,5.163922691,15.151515152,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (841).txt,,6.261682243,14.035087719,2,2,1,
data/ppVietnamese_by_catalog/Normal/HS_VNE_/HS_VNE_ (87).txt,,6.269230769,24.242424242,2,2,1,
data/ppVietnamese_by_catalog/Difficult/l/l (107).txt,,6.145348837,15.425531915,3,2,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (53).txt,,5.506825939,14.166666667,2,1,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (567).txt,,6.778571429,18.032786885,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (664).txt,,6.177419355,8.823529412,1,2,0,
data/ppVietnamese_by_catalog/Difficult/ttnq/ttnq (46).txt,,7.854322668,13.688212928,3,3,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (200).txt,,5.775659824,15.517241379,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (643).txt,,7.051210102,11.666666667,3,2,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (113).txt,,6.543801653,13.712374582,3,2,0,
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (315).txt,,6.188911704,9.661835749,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (479).txt,,7.27173913,13.580246914,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (196).txt,,7.31147541,16.304347826,1,2,0,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (203).txt,,5.221674877,10.714285714,1,1,1,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (257).txt,,5.109979633,18,1,1,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (208).txt,,5.218461538,16.52173913,1,1,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (59).txt,,7.039473684,21.212121212,2,2,1,
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (13).txt,,5.901442308,14.375,2,2,1,
data/ppVietnamese_by_catalog/Normal/LS_VNE_/LS_VNE_ (76).txt,,5.364130435,17.961165049,2,1,0,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (671).txt,,7.270967742,18.309859155,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (178).txt,,6.969230769,22.580645161,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (542).txt,,6.390243902,22.222222222,1,2,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (79).txt,,6.23627685,11.976047904,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (533).txt,,6.089605735,7.339449541,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (184).txt,,6.402439024,11.111111111,2,2,1,
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (753).txt,,5.247706422,16.666666667,2,1,0,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (198).txt,,6.824712644,11.029411765,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (14).txt,,6.430962343,14.893617021,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (66).txt,,6.702210663,10.671936759,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (194).txt,,5.345132743,10.909090909,1,1,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (125).txt,,5.331476323,13.580246914,2,1,0,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (196).txt,,5.866295265,12,1,2,0,
data/ppVietnamese_by_catalog/Easy/vm-4/vm-4 (20).txt,,6.545454545,12.244897959,1,2,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (463).txt,,7.154320988,20.652173913,2,2,1,
data/ppVietnamese_by_catalog/Easy/gs/gs (102).txt,,5.201612903,12.056737589,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (775).txt,,6.805447471,13.793103448,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (846).txt,,6.481879195,10.245901639,3,2,0,
data/ppVietnamese_by_catalog/Easy/gs/gs (122).txt,,4.95952616,19.230769231,1,1,1,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (222).txt,,5.520720721,16.176470588,1,1,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (160).txt,,6.246753247,11.475409836,2,2,1,
data/ppVietnamese_by_catalog/Normal/LD_NLD_/LD_NLD_ (770).txt,,5.756978654,13.215859031,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (563).txt,,5.605769231,11.267605634,2,1,0,
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (317).txt,,6.126103405,11.764705882,2,2,1,
data/ppVietnamese_by_catalog/Normal/LD_TN_/LD_TN_ (656).txt,,5.464864865,9.589041096,2,1,0,
data/ppVietnamese_by_catalog/Easy/tn-3/tn-3 (29).txt,,5.192893401,19.285714286,1,1,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (346).txt,,6.902621723,18.333333333,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (276).txt,,7.414285714,11.475409836,2,3,0,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (531).txt,,6.514423077,13.636363636,2,2,1,
data/ppVietnamese_by_catalog/Normal/DH_VNE_/DH_VNE_ (356).txt,,6.155797101,11.538461538,2,2,1,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (194).txt,,6.607344633,11.86440678,3,2,0,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (246).txt,,6.078947368,15.384615385,2,2,1,
data/ppVietnamese_by_catalog/Easy/ct24/ct24 (58).txt,,5.423679061,14.540059347,1,1,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (844).txt,,6.586288416,13.407821229,2,2,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (186).txt,,5.348717949,22.058823529,1,1,1,
data/ppVietnamese_by_catalog/Normal/SKDA_VNE_/SKDA_VNE_ (76).txt,,6.642424242,14.666666667,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (494).txt,,6.16066482,9.6,2,2,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (644).txt,,6.536363636,13.114754098,1,2,0,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (289).txt,,6.175,17.791411043,1,2,0,
data/ppVietnamese_by_catalog/Easy/tn-2/tn-2 (279).txt,,5.495395948,9.88372093,1,1,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (208).txt,,5.995033113,13.684210526,2,2,1,
data/ppVietnamese_by_catalog/Normal/TT_TN_/TT_TN_ (370).txt,,6.142857143,20.27027027,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-12/vm-12 (22).txt,,5.94235589,19.02173913,1,2,0,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (366).txt,,6.194444444,13.636363636,2,2,1,
data/ppVietnamese_by_catalog/Difficult/l/l (86).txt,,6.569575472,17.050691244,3,2,0,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (318).txt,,5.895327103,16.425120773,2,2,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (73).txt,,6.220417633,18,2,2,1,
data/ppVietnamese_by_catalog/Normal/CG_TH_/CG_TH_ (42).txt,,6.302114804,16.600790514,2,2,1,
data/ppVietnamese_by_catalog/Normal/TGT_TT_/TGT_TT_ (317).txt,,6.8515625,7.692307692,2,3,0,
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (574).txt,,6.797305965,13.793103448,3,2,0,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (178).txt,,4.964497041,18.055555556,1,1,1,
data/ppVietnamese_by_catalog/Normal/GT_NLD_/GT_NLD_ (343).txt,,6.029978587,8.333333333,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (474).txt,,7.2,9.375,2,3,0,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (532).txt,,6.770961145,13.953488372,2,2,1,
data/ppVietnamese_by_catalog/Normal/GTTH_TT_/GTTH_TT_ (463).txt,,5.87826087,7.407407407,2,2,1,
data/ppVietnamese_by_catalog/Normal/SKDA_NLD_/SKDA_NLD_ (1065).txt,,5.744791667,15.740740741,2,2,1,
data/ppVietnamese_by_catalog/Normal/AN_VNE_/AN_VNE_ (32).txt,,6.813559322,11.428571429,2,2,1,
data/ppVietnamese_by_catalog/Easy/mn/mn (13).txt,,5.01285347,20.37037037,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tl/tl (40).txt,,7.275099627,11.243781095,3,3,1,
data/ppVietnamese_by_catalog/Normal/HV_VNE_/HV_VNE_ (275).txt,,6.688372093,10.714285714,2,2,1,
data/ppVietnamese_by_catalog/Easy/vm-9/vm-9 (46).txt,,5.68847352,15.483870968,1,1,1,
data/ppVietnamese_by_catalog/Easy/tn-1/tn-1 (24).txt,,4.958762887,15.068493151,1,1,1,
data/ppVietnamese_by_catalog/Easy/sgk/sgk (653).txt,,5.546391753,13.20754717,1,1,1,
data/ppVietnamese_by_catalog/Difficult/tl/tl (146).txt,,7.150675195,12.420382166,3,2,0,
